mass_1 mass_2 luminosity_distance dec ra psi phase theta_jn geocent_time
47.5559 15.39523 1638.908 -0.6973549 3.560673636970172 1.745803 5.810525 1.747717 1127157239
7.54076 8.687622 220.7041 0.2700876 1.9334537107141756 3.56277 1.436892 3.036172 1127159241
40.63548 26.26411 1693.24 -1.440304 1.7092394806321778 2.410488 4.122545 1.813584 1127161225
10.83589 50.51003 2309.177 -0.8180239 4.278958450948416 5.263008 3.808937 2.321954 1127163218
25.66332 52.6324 2063.022 -0.7615329 5.606966865718427 4.226414 1.928497 1.944927 1127165230
15.1316 30.73241 2117.908 0.8199695 1.5822141126781304 6.078167 5.238579 2.184295 1127167239
62.03608 35.69917 2318.2 0.5556459 4.468320941745482 4.749926 5.723456 1.485066 1127169221
14.04218 13.48664 2213.287 0.1495274 5.496678944433519 5.101449 5.712667 1.069556 1127171241
11.15937 27.3829 2184.447 -0.09118684 5.384124017193393 1.837068 4.139421 2.294635 1127173228
58.49351 51.52223 2188.773 0.6061726 0.6205247586411957 5.730029 1.994285 1.278716 1127175236
18.42538 15.80667 1025.772 -0.4176788 1.8676024138047893 4.2342 0.3825857 0.4837436 1127177217
13.37912 7.533302 1369.007 -0.6048958 0.23930440178891388 5.717876 0.1560038 2.647381 1127179223
7.381239 13.32395 2339.567 0.5484838 0.6523534021770416 4.327082 0.2242541 1.428405 1127181226
46.27316 4.425345 1188.566 -1.198712 0.329535405668949 2.620546 0.609031 1.365813 1127183218
64.89496 38.61485 1307.826 0.09834398 1.853661568945327 5.421315 2.618437 2.307905 1127185232
47.74454 11.62247 2477.134 0.9753987 5.711812065437847 1.117957 3.162646 2.25761 1127187219
39.76643 14.27029 2114.908 -0.1156042 1.4058606948464245 0.2344697 3.795056 2.134463 1127189239
53.16665 33.43494 1987.054 -0.1366078 4.325692997656816 2.819569 5.480237 0.5486737 1127191237
19.5894 34.73439 1092.824 0.3143764 3.576705634558394 2.241421 3.165145 1.13589 1127193235
9.636978 50.30901 1920.602 0.8771425 4.888045521955874 3.985836 0.7041094 1.133325 1127195241
33.86979 44.04363 2432.638 -0.7594085 0.3861759678919867 1.647596 1.132462 2.408876 1127197229
40.35344 35.15192 2146.827 0.592467 1.0895443574926418 5.607858 1.029428 1.091057 1127199225
34.32048 26.20029 1962.606 -0.1975344 4.083908069697728 1.140818 4.962978 2.559352 1127201234
21.02333 4.793657 2137.028 -0.9974158 3.4136142650612697 0.5796296 1.905074 1.460197 1127203234
46.451 15.37267 1426.641 0.07859798 3.218895163395146 2.145825 0.3911027 0.973555 1127205228
60.34684 11.70247 2457.0 0.7954182 3.587147914870812 4.442808 3.383685 0.592535 1127207235
24.07805 6.637877 2082.73 0.6421092 2.2240640089375034 0.5289354 1.969802 2.5787 1127209237
22.18911 32.68856 1686.417 -0.7718702 1.6734714766579515 2.662206 5.024966 0.9396282 1127211230
20.51871 54.38353 967.0903 1.130817 0.17469723948817517 0.08444471 0.1951685 1.267178 1127213237
56.84324 40.23012 1977.755 1.069716 5.002949227077707 1.489115 2.364363 1.105643 1127215221
41.81617 20.14899 1726.542 -0.2271198 5.005144681338507 5.751703 6.078583 2.083193 1127217232
58.54396 8.092539 1006.831 -1.320787 5.476915727479437 4.312603 1.760891 2.202591 1127219224
25.388 8.388931 2243.388 0.7011365 3.3132855474913327 1.224737 6.177486 0.9617518 1127221229
64.20697 51.24261 1655.459 -1.302421 0.007252765860918942 3.107595 2.130153 1.148696 1127223224
39.35475 14.45874 1873.295 -0.5059645 0.26001174292252216 2.805936 5.808434 1.82105 1127225231
6.946641 10.2378 845.8732 -0.3875082 2.158421637935035 2.541836 1.71681 1.091543 1127227218
42.78315 44.64624 1710.988 -0.8871654 4.249145130183834 0.05447487 4.699806 0.7899517 1127229239
41.84259 35.13385 2215.862 -0.3885951 3.7816173635736874 3.201131 3.052708 1.478248 1127231226
38.12479 43.95416 2216.508 0.5502198 2.2382097500209213 0.6899577 3.708929 0.9376972 1127233219
56.34861 4.960019 775.8474 0.1602504 6.190348845259805 1.571006 5.740293 2.576791 1127235229
27.04659 24.31637 1442.611 -0.3568883 1.611451913251237 4.576313 3.501471 1.537395 1127237239
33.58799 34.21429 1980.34 -0.4693998 4.175693794147165 2.194713 2.090691 1.213014 1127239224
13.17762 28.08747 2145.112 0.2339846 4.158768857415353 5.125869 5.636255 1.955498 1127241240
24.04176 51.77608 2014.962 0.540621 3.1031734197291527 1.948241 5.971757 1.964194 1127243236
30.29756 27.14123 1552.015 0.7843161 0.9542842656352306 2.928422 1.010374 2.401095 1127245225
53.67382 50.4786 1216.843 0.3407494 5.472112209369598 0.6625991 1.69232 0.4294204 1127247235
28.86181 21.088 1815.269 0.1442027 0.7767266064744192 4.646688 5.858508 2.525497 1127249217
19.83749 46.37561 1382.647 -0.3381083 4.225535899423349 5.409204 5.349636 1.441028 1127251219
6.798492 38.36561 2029.68 0.8682788 5.878858354023478 1.796126 5.158026 1.595502 1127253232
49.8607 14.82525 2134.732 0.2761632 1.9018269497297453 5.345149 4.590471 2.805427 1127255225
41.89883 53.82748 1790.92 0.7184212 5.456012715375337 5.80949 1.412063 1.868027 1127257223
42.57156 22.38758 1873.61 0.7961329 1.117227674998155 4.421379 1.334565 1.999148 1127259238
52.7396 10.86458 2483.693 -0.8928922 5.236497780738219 4.128232 2.188894 1.145124 1127261224
59.37859 16.68448 1586.808 -0.6425828 3.221209258566539 0.4231741 5.633535 1.110198 1127263222
56.53429 27.99371 2352.075 0.9442386 1.902695961163424 4.529511 0.1898158 2.772686 1127265233
59.44872 54.6876 1575.957 -0.8516461 6.1117805738112025 5.769131 2.649906 1.562773 1127267232
43.80452 32.92616 2478.769 -0.3938412 0.9621890266549755 3.720035 4.907635 1.542858 1127269240
22.17812 14.74108 1722.648 -0.9453778 2.8904826362682954 5.472809 3.957748 0.5732977 1127271236
30.52943 32.3566 1505.537 1.418739 1.5793231336407345 0.04275096 0.9431974 2.310867 1127273233
62.46213 34.35579 1749.598 1.198071 2.769078774157258 4.275791 4.658817 0.8496353 1127275241
60.74643 38.14829 1424.953 -1.091329 5.701682317432294 1.314793 4.496706 2.385318 1127277229
24.39869 30.23242 1287.248 0.4984817 0.9759173924081708 0.9444996 1.56416 2.212916 1127279217
24.36261 17.26126 2339.413 0.5704172 4.707720315620115 3.327909 3.67018 1.042055 1127281221
30.36635 14.65963 2133.83 -0.08047969 4.186795267885479 4.942497 0.9823042 1.765428 1127283228
14.67365 41.97437 2350.662 -0.1467714 1.6575268113207287 2.020225 3.374902 2.230184 1127285237
58.08606 9.658662 1986.69 0.394255 3.0556652306819316 4.177625 1.098951 1.331476 1127287223
11.27707 3.360812 2256.869 0.7071838 2.420701575827131 3.828346 6.186752 2.431356 1127289234
25.60431 25.64557 2020.712 -0.2441687 4.25017507465747 5.288706 5.110975 2.009558 1127291234
59.18475 47.23899 1721.241 -0.7849303 0.21053452400005312 1.657971 1.083854 0.7559901 1127293229
7.970358 35.3782 2290.448 -0.2938231 2.7086917140091984 4.563141 1.907776 0.9292186 1127295233
54.14799 38.48844 2331.288 0.1077023 5.509465675085828 1.711744 5.898453 0.8556311 1127297237
54.17511 21.05491 698.8616 0.4673683 0.10115916803110281 1.951196 3.670458 2.426203 1127299219
34.85819 3.33577 1481.147 0.05184278 6.087212562034999 6.067335 3.142787 1.268422 1127301223
18.77077 50.87445 1161.609 -0.4439057 4.7266166238383605 2.053028 0.6834387 0.9480344 1127303223
24.13219 46.82706 1946.691 0.3671953 3.451758538938172 4.375067 2.312476 2.055774 1127305229
24.69105 11.79457 2306.234 -0.1123066 1.9565701551451795 0.9368305 4.489587 2.523056 1127307241
63.32354 13.23879 2180.688 -0.1902313 1.0161173762774922 5.880262 0.648047 2.154997 1127309234
55.06954 17.0532 1881.74 0.2929748 5.674493288037063 2.108294 3.812167 1.354344 1127311231
64.24161 25.23165 2251.286 -0.648228 4.002284778701885 0.4455733 2.465781 2.002331 1127313230
23.15188 48.33376 2060.923 1.084722 3.4895826806874695 3.348266 1.770378 2.665101 1127315223
24.71117 54.35192 1995.279 0.5450113 4.613075584767664 5.13447 0.8181532 1.15824 1127317228
50.86047 32.79737 1661.439 -0.7656911 4.279881137144564 0.2778775 5.700869 0.2597568 1127319237
18.89843 36.66099 1330.885 -0.9861077 5.154048841720957 3.906645 2.584902 1.768725 1127321233
28.30925 52.52793 2376.55 1.129733 4.200491563327539 0.2900903 3.18105 0.5086031 1127323227
11.53633 17.68258 1731.255 -0.4001154 3.3254583896756387 2.472759 4.832877 2.405407 1127325240
6.28507 31.33362 1484.925 -0.8834604 4.318714731458037 2.992626 6.080196 0.3909857 1127327221
50.91486 45.57309 2005.784 1.217234 0.2684874012214493 1.289426 6.114538 2.206628 1127329224
64.32597 43.81557 2449.708 -0.2173319 1.3200233830014838 5.729137 3.108806 1.643592 1127331227
14.23426 30.18031 2293.212 0.693301 1.9990578578602651 5.938806 5.01334 1.346266 1127333227
37.09915 48.03446 1714.019 1.220592 4.490652389298354 4.878554 5.646273 1.85395 1127335221
28.94673 16.97466 1430.419 0.704975 5.792746315737183 5.549998 3.551046 2.194697 1127337221
23.67318 38.2375 1628.659 0.6281754 2.701821489101661 1.177768 2.789018 1.300153 1127339232
45.349 37.97525 1217.331 1.425575 0.3627500272872055 1.376534 5.07721 1.444261 1127341217
45.58796 24.50722 1736.382 -0.8461265 4.982304165865223 2.542014 1.447696 0.6247687 1127343223
60.0806 5.380861 1821.954 -0.03230084 1.9643495814837877 4.600164 2.771743 2.303769 1127345228
11.66845 14.97169 1747.532 0.3047153 5.274538683673761 4.550486 2.332723 1.820068 1127347217
14.93132 14.33615 445.4732 0.4861434 2.7100265764332505 1.878008 3.65766 0.5253674 1127349235
55.16011 5.676455 984.3923 -0.1398865 1.34739581156677 3.317799 5.475584 2.030471 1127351226
27.84969 14.91943 2293.066 -0.8561327 5.718236545273264 2.755896 4.880524 2.008739 1127353238
10.20376 38.50444 2376.432 0.9018535 5.540791747405471 4.489105 5.984191 1.648286 1127355241
43.01376 26.1926 1500.351 -0.7686747 5.274760943926907 3.324613 0.8186017 1.697996 1127357238
33.90081 30.2423 2497.632 0.6743853 1.6782968083738012 1.679219 6.2588 1.780955 1127359217
51.38729 29.12683 2259.844 0.4758926 2.9656843452706596 3.101003 4.686221 1.689104 1127361226
8.432333 28.88053 2481.987 0.1671846 1.1329491039672064 0.5630001 2.026788 0.5461061 1127363221
60.34728 42.77171 2420.911 1.120851 3.9553081248326123 5.217705 1.150287 1.554791 1127365240
6.738678 14.59534 2085.86 -0.1540766 4.8744482058703795 4.678139 5.246007 1.846903 1127367227
16.80714 6.119478 2114.478 0.2697632 3.8652855098647194 5.80424 0.206131 1.515021 1127369228
55.81227 51.40126 1704.238 0.663392 3.2065320194254525 5.412951 0.4567859 2.930285 1127371224
59.02722 45.74781 2459.834 -1.384479 5.5482961296387145 1.427125 1.515322 2.394794 1127373227
37.00138 54.79864 1536.823 0.3825049 4.254465912863765 5.328646 3.952633 0.4731292 1127375222
10.81058 44.05576 1855.329 -1.079391 1.1462674872185232 4.585954 6.023924 2.30649 1127377221
59.04774 16.6706 1788.0 -1.227735 1.0042757429640403 4.206416 5.306402 1.674791 1127379241
53.86261 28.72648 2191.145 1.308562 1.9172212171127683 4.014938 3.345997 0.6898692 1127381231
8.784816 12.87684 2435.079 -0.9748277 4.3867026043611475 3.282918 4.326288 1.746017 1127383230
39.98333 4.188771 2475.656 1.04916 5.563376182532323 0.1201555 0.7234973 1.841387 1127385239
22.71099 10.46828 2453.979 -0.5165505 0.14813005475213714 3.721892 1.801594 2.059397 1127387227
13.78907 15.11978 822.7429 0.561833 3.593578793590808 4.046214 2.039346 0.652501 1127389226
52.04405 36.05501 1292.773 0.3043621 1.6808546530977253 6.071566 0.1987323 1.048157 1127391236
27.62513 8.630903 2255.41 0.2937595 3.382103582104122 4.731977 3.493756 0.8687466 1127393225
24.80219 37.95095 853.0987 0.03194482 5.055044877606946 3.181451 2.688817 1.327194 1127395226
21.69719 30.84855 2438.934 -0.7441374 6.094499515735464 0.1913961 5.072962 1.803604 1127397221
33.0753 38.9076 1188.705 -0.3907622 1.4089745377924103 4.854764 2.80158 2.415654 1127399234
9.648514 18.37702 2425.816 0.4675143 4.927387427089656 2.386127 5.880131 1.039002 1127401241
29.02826 10.80177 2132.983 -0.4795377 0.5687412185134875 2.272284 2.383352 1.113501 1127403234
18.78765 38.69239 2134.84 -0.8868441 3.0746172552047426 1.275803 3.107267 0.3018887 1127405235
54.47483 8.621297 2421.644 -0.5674577 4.02636951004601 6.038987 4.891068 1.839941 1127407228
15.29296 51.38768 2030.588 0.3305057 1.4644555176119596 4.069327 0.2445122 1.391575 1127409227
20.30603 8.328507 2177.757 0.6475137 0.0149368282355411 5.654983 4.204864 1.420135 1127411241
22.58024 13.96642 2225.13 -0.4707465 5.229146451720538 3.048451 3.449175 1.579544 1127413241
31.4242 48.13944 2278.825 -0.207695 4.568607569805266 2.484159 3.742579 2.695332 1127415230
33.09484 32.41388 1430.571 0.499641 0.17318291353064552 0.01028525 0.01125515 2.078706 1127417240
38.50172 54.08312 1078.243 0.01177636 5.026809435150739 1.124218 0.6698032 1.77027 1127419241
37.87585 13.95811 1803.257 -0.504599 1.5671343362255996 6.031391 4.869878 2.092634 1127421240
60.61248 54.06005 2158.877 0.1752792 5.539337830169046 3.391334 1.242557 2.783089 1127423218
27.52703 11.58868 1428.128 0.3703557 0.6343420058029281 1.70045 1.013378 1.280527 1127425217
64.69418 6.302413 2056.83 -0.03558075 2.531854101870586 0.4547768 4.352001 1.043149 1127427220
57.07458 4.174657 2415.015 1.024801 1.3440217314992609 2.936492 1.366599 0.9533539 1127429241
16.22533 16.07953 2143.786 -0.2693438 3.9634046811762076 0.4591466 4.644135 1.987518 1127431218
9.973214 19.25102 1628.466 0.642567 4.289728734357659 4.468625 2.520415 2.114752 1127433223
8.727608 52.60574 2155.904 -0.3307148 2.9084618582920214 0.3123989 4.142319 0.6610891 1127435238
14.90059 38.24652 873.5966 -1.025718 0.5451748113619672 6.139121 2.038566 1.288041 1127437230
20.0585 43.57794 1590.105 -0.7591646 1.0975490933697714 1.966684 5.831505 1.400816 1127439229
15.18815 54.22174 1990.436 -1.206743 5.5777394331983885 4.808735 4.115785 1.515019 1127441224
28.61087 44.61291 1938.823 -0.2662375 5.879077200678097 4.848787 5.236947 1.382684 1127443221
36.10054 53.15501 666.463 -0.8037397 6.063148950650742 2.170562 3.100985 0.7157025 1127445239
23.32718 21.93017 519.6249 1.238923 1.20877570870568 5.075622 2.474819 1.481716 1127447238
46.0878 23.68728 1406.44 -0.104011 2.6901788160967683 4.910228 4.425006 2.21707 1127449228
24.8051 8.351042 557.7618 -1.135828 2.4123686589219417 0.2247666 5.343463 2.136635 1127451223
24.69871 51.748 1324.981 0.8542597 1.4381347615918187 3.625422 0.3403831 1.45771 1127453224
52.7332 47.76171 2472.181 -0.9809156 3.522442197113442 5.764215 2.958333 2.136353 1127455224
57.95974 51.55718 1323.801 -0.8258411 4.5709426046733554 2.166825 1.168924 2.209007 1127457221
36.98845 5.519193 1356.178 -0.4311703 1.4575484258303462 4.862158 1.831975 1.638378 1127459229
46.62282 21.7939 1748.459 -1.265336 2.1214407332364047 4.771397 1.53772 2.038239 1127461228
6.66893 49.55445 1108.832 0.9768723 0.012420221926547015 4.716885 0.1720987 1.904075 1127463224
8.279095 46.4149 1815.025 -0.2728292 4.968982795783695 5.11397 4.685295 1.679574 1127465238
21.29194 51.61481 2413.304 0.511492 1.5514891349512894 1.549137 1.840317 0.7592227 1127467225
33.6347 13.19473 446.0102 1.100684 1.618624422953026 4.494642 4.048639 2.146884 1127469223
40.21154 5.777594 2066.028 0.5716872 5.72486934379328 5.891026 4.349472 1.819508 1127471218
56.2793 10.12852 1822.752 -0.5003363 1.7772346585325707 2.911381 4.868363 1.805582 1127473228
16.67893 46.18418 2126.564 -0.2779693 3.1677798410156086 2.405891 2.957452 0.7648727 1127475230
35.93183 30.06319 1537.681 0.7095739 1.0481951444633495 2.368984 5.980104 0.9416558 1127477239
33.18256 17.74003 1522.422 0.2174171 2.325445994450156 1.705268 0.5429012 1.358587 1127479230
40.09283 53.89454 1605.165 0.495114 4.8171434447058985 0.002137098 2.784149 0.6952807 1127481221
29.90844 46.7641 1333.998 0.018455 0.38758250754817425 6.270509 3.143188 0.9814335 1127483234
17.25899 16.98748 1902.46 0.2672785 4.355565587952761 3.101603 3.342203 0.5427341 1127485227
46.33094 17.50878 1723.601 -1.270695 0.18863497978217936 2.248886 4.735898 0.466536 1127487237
60.04477 9.966293 2493.254 -0.1996951 1.0731407379460478 2.968004 3.684853 1.355497 1127489230
11.93924 26.41036 2178.385 -0.6921588 4.333684578748098 4.769632 3.759452 2.472992 1127491228
41.48309 34.97259 1989.423 -0.5885205 1.994881893082308 6.258063 0.6276356 1.519374 1127493226
20.16977 44.08451 2246.705 -0.1492262 4.84186326979313 5.819718 2.691349 2.385099 1127495239
32.74569 30.03625 2491.746 -0.485854 3.0737469647929814 2.805594 2.980446 1.510871 1127497227
8.728874 33.22457 1069.856 0.913762 0.5355328054099999 5.731213 5.573174 1.38033 1127499238
58.10667 8.107374 2453.279 1.361107 6.044607264141696 5.501696 3.414222 0.906637 1127501226
36.85282 37.69523 2086.674 1.073344 4.0169148200576 0.7164163 4.099509 1.022268 1127503228
57.9803 21.93613 1528.896 0.01349192 4.865731152537656 5.823021 3.899198 0.5742063 1127505235
25.90422 37.88562 1038.691 -0.6211188 0.10887331670873834 4.708388 0.2624753 1.559802 1127507222
52.54742 15.72892 2145.793 0.603576 1.3237235650847623 3.078311 5.661941 0.8626584 1127509234
64.71539 5.140503 1712.464 -0.3308709 1.595718333799411 4.093215 3.990983 0.99396 1127511229
64.21219 37.37592 2038.489 -0.8629126 4.881667493092273 4.793723 3.443629 0.27084 1127513221
15.07486 4.453423 1011.538 -0.713213 5.438484779361779 1.941595 3.975466 1.151621 1127515223
19.43383 3.040057 2254.574 0.003584035 0.006381009323192188 0.6105469 5.328557 2.51274 1127517232
59.74374 42.86827 2400.858 0.5549058 0.3894399243252309 1.023632 3.561507 1.009327 1127519225
16.66493 16.82994 1797.173 0.1747594 2.8561645906991515 2.82237 3.833676 2.445319 1127521231
14.23173 16.14175 2441.876 0.5929332 3.7990238306481814 0.1671691 5.445014 1.506189 1127523236
16.55163 48.56828 2413.832 -1.203523 0.8934923288723411 4.904936 3.541624 1.510178 1127525232
32.03468 23.22643 264.765 -0.380839 5.9328209769801745 4.941535 4.484368 1.212202 1127527225
39.93571 14.68385 2472.235 0.2317692 0.3138157218743771 1.651851 3.33554 0.5819978 1127529235
29.27342 3.057275 2048.483 -0.8918638 2.8702777663382193 2.850667 2.455862 0.7291002 1127531225
30.86999 51.04351 1648.147 0.2804157 2.761616496190797 5.293135 4.713927 1.845699 1127533221
24.4062 50.58376 1488.94 0.2896596 2.846401745333239 6.05426 4.671799 2.876353 1127535234
20.71404 29.1797 2027.861 1.400377 3.400572118782108 4.643375 2.852422 0.912057 1127537234
28.46885 5.506551 495.6476 0.6630957 1.5852003126163225 0.2041964 1.596205 1.708809 1127539222
15.67445 16.73513 1476.352 -0.3219856 1.3940326963745946 2.670923 4.821656 1.547215 1127541233
26.1915 31.79541 2005.823 -0.4616031 5.277050673259325 0.5768351 0.06518301 2.003934 1127543224
27.87212 21.67535 1805.766 0.6345247 5.59548599020836 2.382484 3.131727 0.7187139 1127545241
31.4707 17.97902 2096.012 -0.003241008 6.104670976663144 3.877676 0.239808 1.72005 1127547230
15.66551 23.74753 696.1797 0.7953243 2.6238434798977295 5.411168 5.847342 1.311085 1127549228
64.2438 32.2805 2035.759 0.8396161 0.7325790790744549 1.311015 0.5662688 0.9865065 1127551230
48.32578 21.78354 2241.921 0.7514377 0.2878538490481546 4.22254 3.850493 1.432451 1127553224
11.79974 18.82466 1995.289 -0.3022218 3.9231393921761963 6.099926 3.187863 0.3496234 1127555228
11.93644 51.66808 2123.67 1.116367 3.906685239471514 5.005173 0.6951051 2.077714 1127557233
33.81464 11.40783 1489.731 -0.62888 3.181237600230631 1.445198 1.709315 0.4907838 1127559219
24.194 50.48746 2417.833 0.4674138 1.380354769087532 4.359903 3.790711 1.585043 1127561224
20.18731 14.32975 1993.842 0.1969773 2.671704884236348 3.185907 4.758336 2.523728 1127563237
40.60483 22.98553 1467.654 0.299644 2.505223793177535 2.39107 3.164115 2.27992 1127565217
8.955416 6.599244 2306.217 -0.5716191 0.1553690582664089 3.192398 2.942327 0.4402068 1127567228
8.597216 36.69197 2492.928 -0.8109928 5.606907274904913 3.478983 3.809737 1.524282 1127569233
53.68311 18.59666 479.8639 -0.1202368 2.1819718442528 4.075391 3.943782 0.7796177 1127571225
52.53246 54.86342 1531.036 -0.5199513 1.1827279313006542 3.977757 2.643956 1.594435 1127573239
16.87513 23.24262 1782.467 -0.8725228 4.158579618302426 4.743347 4.837305 1.772009 1127575240
47.03983 37.51236 1669.302 -0.2692839 1.4307348285224393 0.6143522 3.70642 1.181094 1127577237
62.88592 28.57273 1804.793 -0.5390023 3.506337513051946 4.634997 0.9571714 1.703711 1127579226
25.46334 53.26201 1241.135 -1.036395 5.97739903804522 4.342504 3.015851 1.24567 1127581233
51.78706 34.43751 2376.365 -0.6272592 0.5086766753525112 1.460833 1.377309 0.4612634 1127583225
39.04646 15.19539 2433.505 -0.5626985 0.8269766464805102 5.952251 0.01902373 2.641981 1127585233
57.33695 11.84357 2448.589 0.9039735 1.2743116546194173 1.075727 5.531765 1.870624 1127587233
56.08679 40.9748 1947.373 -1.09361 6.195658891661694 4.497852 4.347564 1.574281 1127589239
7.785673 22.83411 1857.355 0.6268345 3.3544330159934574 3.027407 1.395143 0.5465921 1127591224
23.93801 16.51972 1534.653 0.481194 2.0242355863306543 1.968574 3.511708 1.970006 1127593220
31.14061 13.29361 1662.351 0.5509122 0.5560216184244595 3.156942 0.5982109 2.254399 1127595225
5.722971 41.98447 2107.697 -0.1038518 6.111122422454898 1.360845 3.253366 1.960682 1127597237
27.29819 8.47566 1960.936 0.3685569 5.044736632331293 3.032712 2.389263 2.218284 1127599223
30.16138 21.07026 1054.961 0.7193002 0.1355431098495714 2.434542 5.445147 0.975713 1127601230
38.81564 18.03225 2433.743 -0.9324614 2.745382715075287 5.759958 5.37325 0.5590035 1127603239
24.0525 51.28215 2453.454 -0.7346383 1.8846688128110358 3.87963 3.305268 2.343671 1127605217
46.32557 47.81603 2464.131 0.05847448 4.130239202452252 4.859426 0.3450369 1.348474 1127607218
30.67003 34.67077 1083.476 -0.2873105 4.359715639453974 4.04122 5.858659 2.342334 1127609239
38.03786 5.959826 1858.38 0.0004343987 2.6197233446441928 4.00289 5.996163 2.829795 1127611223
14.042 8.163876 2271.684 0.1033579 0.6667496245795732 4.018566 2.147565 2.033094 1127613223
34.27916 36.78255 2428.359 -0.6799695 5.609636698729261 5.531295 2.082277 1.975808 1127615229
32.42529 34.39 2141.177 0.261232 4.285365330696116 2.683387 0.7565656 2.405438 1127617238
10.87461 23.91675 2090.876 -0.4820858 5.385861282950394 3.889263 3.180967 1.586427 1127619241
14.28279 34.48299 2248.6 -0.6013933 2.0906950504436494 2.719277 0.7439249 2.510951 1127621220
21.86868 45.38753 1609.876 0.6041931 5.971867965268572 4.399246 5.761695 0.7104727 1127623238
28.89322 9.313908 1585.181 -0.03777258 2.1575656417412787 5.283004 3.224104 2.335432 1127625223
32.1815 13.32026 2283.485 0.6798856 5.936527768266863 4.184533 6.250202 2.286999 1127627237
60.50353 22.57505 1294.375 -0.06800587 6.096181988003558 4.786402 0.1183374 0.9343805 1127629228
51.36467 45.57291 2007.0 0.1323501 4.044021286376413 0.6576779 6.138496 1.291761 1127631227
32.34007 17.97392 2259.51 -0.5608819 2.604466347839228 0.3570635 5.952683 1.729343 1127633241
32.35978 33.16622 1861.174 0.76787 4.664223618762229 2.56213 3.429512 0.8225865 1127635240
34.33527 18.40967 1908.972 -0.9369346 0.2104364412855375 3.633442 1.612579 1.244819 1127637234
40.48349 26.5622 2383.566 0.3247196 3.540313286416243 5.792303 1.661985 1.457502 1127639217
9.02367 30.61901 2189.28 1.452167 5.930702033671444 2.325275 3.427798 1.92386 1127641237
23.74283 48.32715 1775.71 -0.130477 2.3617773837036324 5.915425 0.1424624 3.014089 1127643223
41.17658 19.77457 2298.308 -0.8775924 6.072315291429298 4.26013 0.4724546 1.040649 1127645230
6.177872 36.50423 1815.233 -0.1035414 0.7310734295799648 5.134809 0.9767056 1.715641 1127647229
37.82885 10.54586 786.2485 -0.1649986 3.5281030965129716 2.854209 3.590354 0.8691421 1127649226
59.56297 11.85003 2471.702 0.171182 1.3324472363212863 5.533209 2.709192 2.911999 1127651239
9.857825 40.33786 2004.854 -0.02266738 3.4193878074006747 1.119823 0.1641276 0.6369243 1127653226
61.8491 40.16521 1761.243 -0.3790506 4.61029865579669 4.38947 3.457303 1.168185 1127655232
16.4298 39.14817 2438.164 0.8175786 4.514024632488621 0.4711457 1.7317 2.806712 1127657222
33.16358 29.06318 1877.878 -0.1163988 4.552386417563433 2.001716 5.444095 2.220389 1127659229
59.63855 11.72959 2442.715 0.6710553 3.075990203433797 4.405642 2.813587 2.350136 1127661226
23.08994 16.93423 2163.195 -0.9670336 3.180616321726596 4.362627 0.3490515 2.516318 1127663221
54.39443 51.72448 2038.787 -0.2666386 5.209704990790236 3.612647 3.245267 1.153911 1127665223
34.98581 40.86117 2493.028 -0.885562 6.054850690431088 3.678104 1.226767 1.001502 1127667230
40.3903 13.28994 2395.268 0.2313292 3.572754254070354 3.164066 6.070441 2.256491 1127669237
56.97515 41.9588 1334.199 -0.8272374 2.579292003317505 0.2837021 3.687131 0.2481068 1127671240
46.08231 27.40384 2195.627 0.4673265 0.4085005613935664 3.330363 4.189919 1.086113 1127673228
20.32149 28.02965 1757.949 0.1893132 3.739054483594849 5.292931 0.6574008 2.158507 1127675223
36.4418 10.18235 2476.109 -1.029891 6.250271118100976 3.509604 4.676481 2.217851 1127677219
57.33403 45.01528 1632.189 1.232888 4.2356015037953725 0.9499018 4.681608 1.357062 1127679223
56.09756 8.236827 2128.605 -0.4741664 2.4128481785348868 4.708474 1.748491 1.314194 1127681220
46.36915 43.00536 2463.682 -1.117886 0.7005120425794757 2.052876 1.869557 0.8559685 1127683229
7.84557 7.571427 1017.97 -0.2780963 3.508817780200161 1.628868 5.279166 0.4591906 1127685236
32.00619 45.22918 2403.09 0.5907407 5.700953172782214 1.900613 5.142106 1.508941 1127687226
14.62423 51.95692 2421.384 0.8735201 3.304780027921197 1.797592 3.070305 0.8948501 1127689225
37.60111 32.53076 611.6085 -0.3693307 4.820684294173155 0.3849497 3.781298 1.874471 1127691217
34.28902 33.43384 2175.099 -0.6889501 3.272304248768023 0.6230565 5.059834 0.4105673 1127693234
15.01923 53.42746 2294.072 0.4953407 3.837440213993659 5.36478 0.009754943 1.352775 1127695227
26.44757 37.22602 2406.335 0.01318374 4.146755869927119 1.541396 2.902662 2.720972 1127697221
14.97799 45.92932 2352.797 0.190412 5.677103033537172 3.887485 3.323425 2.706778 1127699235
30.96548 28.76587 1197.455 0.5739974 3.000763527704521 2.333014 3.704287 1.849565 1127701223
13.74495 28.78739 2256.735 -0.1414983 2.454475895710175 4.069489 2.861662 2.503957 1127703219
35.45465 21.34891 1868.047 0.007057964 4.434409829123297 1.832811 1.522267 0.7483227 1127705234
22.82599 25.2251 2401.426 -1.196275 6.062530526062368 2.842728 5.602056 0.7605402 1127707240
14.83931 6.454028 1182.58 0.8619558 3.610999848683832 0.6394971 4.651896 1.941661 1127709219
41.72388 28.80081 1529.994 -0.1850306 4.241392257671805 2.597802 0.9823403 1.322824 1127711230
